"Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-author score","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Parameters","Primary Interaction Type","Publication DB","Publication ID","ScoreAverage","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"variable_condition:100mM Angiotensin II|figure legend:Table S6|caution:\The participant EBI-353944(P60709) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:\The participant EBI-727129(Q9Y657) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642843","association","P32121 (EBI-1642843) P61981","false","","association","pubmed","17620599",,"false","EBI-1642843","P32121 (EBI-1642843) P61981","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2009/03/09","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) P31946","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) P31946","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) P62258","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) P62258","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) Q99873","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) Q99873","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"variable_condition:100mM Angiotensin II|figure legend:Table S6|caution:\The participant EBI-353944(P60709) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:\The participant EBI-727129(Q9Y657) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642843","association","P32121 (EBI-1642843) P55072","false","","association","pubmed","17620599",,"false","EBI-1642843","P32121 (EBI-1642843) P55072","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2009/03/09","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) Q9Y2W1","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) Q9Y2W1","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) Q9UN86","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) Q9UN86","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) Q14204","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) Q14204","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) P07237","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) P07237","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"variable_condition:100mM Angiotensin II|figure legend:Table S6|caution:\The participant EBI-353944(P60709) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:\The participant EBI-727129(Q9Y657) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642843","association","P32121 (EBI-1642843) Q93034","false","","association","pubmed","17620599",,"false","EBI-1642843","P32121 (EBI-1642843) Q93034","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2009/03/09","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) Q9UQ35","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) Q9UQ35","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"variable_condition:100mM Angiotensin II|figure legend:Table S6|caution:\The participant EBI-353944(P60709) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:\The participant EBI-727129(Q9Y657) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642843","association","P32121 (EBI-1642843) O14974","false","","association","pubmed","17620599",,"false","EBI-1642843","P32121 (EBI-1642843) O14974","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2009/03/09","",""
"variable_condition:100mM Angiotensin II|figure legend:Table S6|caution:\The participant EBI-353944(P60709) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:\The participant EBI-727129(Q9Y657) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642843","association","P32121 (EBI-1642843) P17066","false","","association","pubmed","17620599",,"false","EBI-1642843","P32121 (EBI-1642843) P17066","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2009/03/09","",""
"variable_condition:100mM Angiotensin II|figure legend:Table S6|caution:\The participant EBI-353944(P60709) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|caution:\The participant EBI-727129(Q9Y657) was duplicated. It is posssible that originally this interaction did contain more participants pointing to different Trembl proteins which have been merged to a single swissprot protein later.\|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642843","association","P32121 (EBI-1642843) Q9NZN5","false","","association","pubmed","17620599",,"false","EBI-1642843","P32121 (EBI-1642843) Q9NZN5","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2009/03/09","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) P31040","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) P31040","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
"figure legend:Table S5|variable_condition:0mM Angiotensin II|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|dataset:Synapse - Interactions of proteins with an established role in the presynapse.","Xiao et al. (2007)","spoke expansion","MI:1060",,"0.35","2008/02/18","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606","EBI-1642567","association","P32121 (EBI-1642567) P07384","false","","association","pubmed","17620599",,"false","EBI-1642567","P32121 (EBI-1642567) P07384","unspecified role","MI:0499","psi-mi","bait","MI:0496","multidimensional protein identification technology","MI:0658","unspecified role","MI:0499","prey","MI:0498","multidimensional protein identification technology","MI:0658","2008/09/22","",""
